,datetime,username,content,display name,user description,verified,follower count,friends count,statuses count,favourites count,listed count,media count,location,protected,outlinks,tcooutlinks,reply count,retweet count,like count,quote count,lang,source,media,retweeted tweet,quoted tweet,mentioned users
0,2009-12-28 20:50:35+00:00,bolsabrasil,"Economista comenta temas-chave que devem reger os mercados em 2010: Sílvio Campos Neto, do Banco Schahin, diz o.. http://bit.ly/6oV1m3",so noticias,,False,506,5,22639,0,30,0,,False,[],[],0,0,0,0,pt,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,,,
1,2009-12-28 20:50:35+00:00,faubin,"[invest] Economista comenta temas-chave que devem reger os mercados em 2010: Sílvio Campos Neto, do Banco Schahin,... http://bit.ly/6oV1m3",Fabio Aubin,Um cidadadão quântico em plena ebulição.,False,194,783,18065,1370,5,21,"Florianópolis, Brasil",False,[],[],0,0,0,0,pt,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,,,
2,2009-12-28 12:50:17+00:00,Sen_Cristovam,"Os netos estão dando certo,Aécio Neves,Educardo Campos, e @brizola_neto Recomendo seu twitter e blog muito bem feito.",Cristovam Buarque,Professor e polemista.,True,734195,745,51232,906,3952,1207,Brasil,False,[],[],0,3,1,0,pt,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,"[User(username='Brizola_Neto', id=2494940257, displayname='Brizola Neto', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]"
3,2009-12-21 11:25:38+00:00,NETO__CAMPOS,"MUITO BOM O SHOW DO VICENTE NERY NO XOTE DE MENINA HOJE, PARABENS FAMILIA RIBEIRO...",NETO CAMPOS,,False,478,1310,106,0,5,0,MANAUS,False,[],[],0,0,0,0,pt,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,
4,2009-12-17 20:25:41+00:00,mariocelsocunha,"Hoje meu abraço vai para os aniversariantes Sidney Campos,Gilberto Campos,Jaime Lerner,Roberto Tarle e Olimpio de Sá Sotto Maior Neto.Salve",Mario Celso Cunha,"Jornalista, Radialista e Secretário Estadual para Assuntos da Copa do Mundo FIFA 2014",False,1914,61,11732,2,53,3,Curitiba - PR - Brasil,False,[],[],0,0,0,0,pt,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,
5,2009-12-17 19:11:20+00:00,NETO__CAMPOS,HOJE NO WANDYN CUKA-FRESCA E LOKA TENTACAO FAZENDO O PAGODAO PRA VC...,NETO CAMPOS,,False,478,1310,106,0,5,0,MANAUS,False,[],[],0,0,0,0,pt,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,
6,2009-12-16 22:23:21+00:00,NETO__CAMPOS,QUARTA-FEIRA O PE DE SERRA DO WANDYN COM AS MELHORES BANDAS E MUITA GENTE BONITA...,NETO CAMPOS,,False,478,1310,106,0,5,0,MANAUS,False,[],[],0,0,0,0,pt,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,
7,2009-12-15 14:58:31+00:00,isaltinoPE,"A solenidade de inauguração será coordenada pelo governador, Eduardo Campos, e pelo vice-governador e secretário da Saúde, João Lyra Neto.",Isaltino Nascimento,Twitter oficial do deputado estadual Isaltino Nascimento. Perfil atualizado pelo deputado e pela equipe de comunicação.,False,1921,274,1922,10,41,140,Recife - Pernambuco ,False,[],[],0,0,0,0,pt,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,
8,2009-12-14 13:26:06+00:00,Torres_Neto_,"GMN e MCN. E irmãos DeMolays e Tios Maçons de Fortaleza, Mombaça, Senador Pompeu, Crato, Juazeiro, Nova Russas e Campos Sales...",Torres Neto,Engenheiro Eletricista.,False,773,372,1948,565,10,14,"Paraíba, Brasil",False,[],[],0,0,1,0,pt,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,
9,2009-12-13 02:51:19+00:00,NETO__CAMPOS,"HOJE A CASA DA MAMAE TRAZ PRA VOCE AS MELHORES BANDAS FESTANCA, MEU XODO E XAXADO......",NETO CAMPOS,,False,478,1310,106,0,5,0,MANAUS,False,[],[],0,0,0,0,pt,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,
10,2009-12-12 19:49:01+00:00,NETO__CAMPOS,HOJE A CASA DA MAMAE TRAZ PRA VOCE AS MELHORES BANDAS...,NETO CAMPOS,,False,478,1310,106,0,5,0,MANAUS,False,[],[],0,0,0,0,pt,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,
11,2009-12-12 05:23:08+00:00,recifeemfoco,"Blog do Sarafa » Blog Archive » Eduardo Campos: “Ciro Gomes só ...: O político pernambucano, que é neto de Migu.. http://bit.ly/5noNp7",Recife em Foco,,False,1291,92,36906,0,25,56,,False,[],[],0,0,0,0,pt,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,,,
