,datetime,username,content,display name,user description,verified,follower count,friends count,statuses count,favourites count,listed count,media count,location,protected,outlinks,tcooutlinks,reply count,retweet count,like count,quote count,lang,source,media,retweeted tweet,quoted tweet,mentioned users
0,2015-12-31 14:37:21+00:00,cardoso_olimpio,O assalto dos plutocratas ao país através da divida interna e externa brasileira via BACEN. https://t.co/Vsq4fawdfN,Olimpio,,False,1028,1612,33651,28786,12,144,"Brasil, Mato Grosso do Sul",False,['http://ln.is/www.youtube.com/Dnjht'],['https://t.co/Vsq4fawdfN'],0,0,0,0,pt,"<a href=""http://linkis.com"" rel=""nofollow"">Linkis: turn sharing into growth</a>",,,,
1,2015-12-30 23:05:56+00:00,estudaguria,"Para que seja efetuado o bloqueio de ativos financeiros do executado por meio do sistema do Bacen Jud, é necessário que o devedor tenha sido",estudaguria,"☕📝📚🖋️🏋🏻‍♀️🍉☀️🎈

Servidora do MPGO.
Concurseira do Parquet.",False,32943,1299,106345,90017,109,8242,,False,[],[],0,0,3,0,pt,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,
2,2015-12-30 18:35:27+00:00,forumcontabeis,Bacen ajusta o registro contábil de investimentos no exterior ao padrão internacional https://t.co/YqYxTmOgYG,Fórum Contábeis,O mais tradicional e acessado portal de contabilidade do Brasil.,False,31765,41,56313,1,170,15942,Brasil,False,['http://fcont.com/l?800719'],['https://t.co/YqYxTmOgYG'],0,1,1,0,pt,"<a href=""http://www.contabeis.com.br"" rel=""nofollow"">API-Contabeis</a>",,,,
3,2015-12-30 17:19:27+00:00,webtraderx,De onde surgiram os 72Bi pra devolver ao dono? Bacen imprimiu moeda ou tivemos A PEDALADA DA PEDALADA.,Moisés,Todo campeão um dia foi um perdedor que simplesmente não desistiu,False,873,601,67894,23474,5,454,,False,[],[],1,8,2,0,pt,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
4,2015-12-30 16:36:06+00:00,EdgalloGallo,"Devia mudar o nome para ""Relatório TROUXUS"" (neste caso aqueles que ainda acreditam no BACEN) https://t.co/Wq4CmoNBQX",Eduardo Gallo,,False,41,316,1270,4350,0,47,,False,['https://twitter.com/empiricus/status/682163225421549568'],['https://t.co/Wq4CmoNBQX'],0,0,0,0,pt,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,https://twitter.com/empiricus/status/682163225421549568,
5,2015-12-30 15:42:47+00:00,JohnnyCiocca,PORRA BACEN MUDANÇA NO DLO DE NOVO?! TODO MÊS AGORA?! AQUIETA ESSE RABO,JohnnyC,"He/Him, Langs: 🇧🇷 🇺🇸 \
Chaotic Neutral \
Corrects tweets in regex replies \
\
Minion é pra ser ofendido \
\
@JohnnyCiocca@hachyderm.io",False,2878,2935,558062,203319,155,15357,"Brasília, Brasil",False,[],[],0,0,1,0,pt,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,
6,2015-12-30 14:27:34+00:00,pmg_academy,Obrigado pela confiança Banco Central do Brasil - BACEN :) (y) https://t.co/BmwndZK0St,PMG Academy,"Cursos e certificações em:
Gestão de TI; Segurança da Informação; Inovação Digital.
Conheça nossos planos de assinatura e exames de certificação pmgacademy.com",False,343,16,2440,410,7,1322,Brasil,False,[],[],0,0,0,0,pt,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[Photo(previewUrl='https://pbs.twimg.com/media/CXevGpxWwAAr6Z_?format=png&name=small', fullUrl='https://pbs.twimg.com/media/CXevGpxWwAAr6Z_?format=png&name=large', altText=None)]",,,
7,2015-12-30 12:29:46+00:00,NATUSDDT,"A dívida bruta fechou 2014 em 58,9% do PIB. BACEN prevê dívida superior aos 70% em 2016. Este é o jeito PT de governar!",Natus,Nas montanhas de Minas Gerais...!!!,False,4847,3,70966,85049,31,1311,Minas,False,[],[],0,0,0,0,pt,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
8,2015-12-29 23:40:54+00:00,proto_usuario,"@Bradesco é simples, já tem histórico disso, ou me abram uma reclamação e me dêem uma justificativa ou vai para BACEN",Protousuario,...,False,116,415,4031,991,0,14,,False,[],[],0,0,0,0,pt,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,"[User(username='Bradesco', id=79184083, displayname='bradesco', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]"
9,2015-12-29 23:39:14+00:00,proto_usuario,"@Bradesco acabei de receber um cartão que não solicitei. Quando era funcionário, já não tolerava isso. Abram uma reclamação ou BACEN",Protousuario,...,False,116,415,4031,991,0,14,,False,[],[],1,0,0,0,pt,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,"[User(username='Bradesco', id=79184083, displayname='bradesco', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]"
